dataset,algorithm,n,repetitions,avg_us,median_us,avg_char_comparisons,avg_char_inspections
almost_sorted,msd_radix_sort_with_switch,200,7,125.257,126.600,767.000,1322.000
almost_sorted,standard_quicksort,300,7,638.900,603.500,38349.000,76698.000
almost_sorted,standard_mergesort,300,7,204.171,181.900,2295.000,4590.000
almost_sorted,ternary_string_quicksort,300,7,146.229,147.500,2088.000,2325.000
almost_sorted,lcp_string_mergesort,300,7,1881.257,1768.500,1149.000,2298.000
almost_sorted,msd_radix_sort,300,7,626.543,417.100,0.000,1464.000
almost_sorted,msd_radix_sort_with_switch,300,7,148.657,120.100,1138.000,1964.000
almost_sorted,standard_quicksort,400,7,1013.857,922.800,59058.000,118116.000
almost_sorted,standard_mergesort,400,7,319.114,314.300,3100.000,6200.000
almost_sorted,ternary_string_quicksort,400,7,169.843,150.700,2821.000,3132.000
almost_sorted,lcp_string_mergesort,400,7,3027.857,2309.800,1532.000,3064.000
almost_sorted,msd_radix_sort,400,7,484.929,478.500,0.000,1944.000
almost_sorted,msd_radix_sort_with_switch,400,7,355.786,184.400,1546.000,2653.000
almost_sorted,standard_quicksort,500,7,1879.600,1706.500,58983.000,117966.000
almost_sorted,standard_mergesort,500,7,366.971,338.900,4109.000,8218.000
almost_sorted,ternary_string_quicksort,500,7,237.214,199.100,3636.000,4031.000
almost_sorted,lcp_string_mergesort,500,7,4389.114,4006.600,1990.000,3980.000
almost_sorted,msd_radix_sort,500,7,833.486,708.200,0.000,2422.000
almost_sorted,msd_radix_sort_with_switch,500,7,312.300,235.700,1949.000,3328.000
almost_sorted,standard_quicksort,600,7,1729.686,1472.000,81118.000,162236.000
almost_sorted,standard_mergesort,600,7,468.700,395.400,4847.000,9694.000
almost_sorted,ternary_string_quicksort,600,7,240.343,238.600,4600.000,5070.000
almost_sorted,lcp_string_mergesort,600,7,4125.700,3856.100,2336.000,4672.000
almost_sorted,msd_radix_sort,600,7,924.086,830.700,0.000,2920.000
almost_sorted,msd_radix_sort_with_switch,600,7,314.186,275.200,2322.000,3975.000
almost_sorted,standard_quicksort,700,7,2418.657,2383.900,101362.000,202724.000
almost_sorted,standard_mergesort,700,7,556.657,458.700,5698.000,11396.000
almost_sorted,ternary_string_quicksort,700,7,321.843,293.500,5522.000,6080.000
almost_sorted,lcp_string_mergesort,700,7,4658.571,4430.100,2711.000,5422.000
almost_sorted,msd_radix_sort,700,7,1252.871,1140.000,0.000,3418.000
almost_sorted,msd_radix_sort_with_switch,700,7,413.571,297.400,2734.000,4662.000
almost_sorted,standard_quicksort,800,7,3025.486,2583.900,119197.000,238394.000
almost_sorted,standard_mergesort,800,7,681.629,539.800,6556.000,13112.000
almost_sorted,ternary_string_quicksort,800,7,482.757,330.100,6327.000,6958.000
almost_sorted,lcp_string_mergesort,800,7,5554.200,4993.000,3082.000,6164.000
almost_sorted,msd_radix_sort,800,7,1988.314,1567.400,0.000,3916.000
almost_sorted,msd_radix_sort_with_switch,800,7,448.529,270.700,3102.000,5306.000
almost_sorted,standard_quicksort,900,7,3790.814,2491.000,119475.000,238950.000
almost_sorted,standard_mergesort,900,7,744.314,585.600,7526.000,15052.000
almost_sorted,ternary_string_quicksort,900,7,349.929,308.200,7200.000,7913.000
almost_sorted,lcp_string_mergesort,900,7,6261.000,5583.700,3537.000,7074.000
almost_sorted,msd_radix_sort,900,7,1759.629,1495.300,0.000,4374.000
almost_sorted,msd_radix_sort_with_switch,900,7,326.471,344.600,3453.000,5929.000
almost_sorted,standard_quicksort,1000,7,2307.829,2217.500,122271.000,244542.000
almost_sorted,standard_mergesort,1000,7,1213.314,1037.000,8575.000,17150.000
almost_sorted,ternary_string_quicksort,1000,7,423.157,354.600,8166.000,8951.000
almost_sorted,lcp_string_mergesort,1000,7,7339.714,7032.800,3955.000,7910.000
almost_sorted,msd_radix_sort,1000,7,1622.157,1661.000,0.000,4854.000
almost_sorted,msd_radix_sort_with_switch,1000,7,1004.400,736.900,3851.000,6598.000
almost_sorted,standard_quicksort,1100,7,2834.714,2392.000,135919.000,271838.000
almost_sorted,standard_mergesort,1100,7,1195.986,1176.200,9352.000,18704.000
almost_sorted,ternary_string_quicksort,1100,7,456.514,412.300,9135.000,9988.000
almost_sorted,lcp_string_mergesort,1100,7,7255.886,7360.700,4307.000,8614.000
almost_sorted,msd_radix_sort,1100,7,1945.229,1913.800,0.000,5324.000
almost_sorted,msd_radix_sort_with_switch,1100,7,1149.157,780.500,4196.000,7212.000
almost_sorted,standard_quicksort,1200,7,4203.671,3773.700,162271.000,324542.000
almost_sorted,standard_mergesort,1200,7,1323.057,1287.200,10047.000,20094.000
almost_sorted,ternary_string_quicksort,1200,7,483.800,472.900,10115.000,11044.000
almost_sorted,lcp_string_mergesort,1200,7,8391.614,8451.100,4548.000,9096.000
almost_sorted,msd_radix_sort,1200,7,4004.643,3011.200,0.000,5828.000
almost_sorted,msd_radix_sort_with_switch,1200,7,1400.571,1414.500,4598.000,7893.000
almost_sorted,standard_quicksort,1300,7,5308.671,4623.000,180031.000,360062.000
almost_sorted,standard_mergesort,1300,7,1621.643,1370.400,11158.000,22316.000
almost_sorted,ternary_string_quicksort,1300,7,537.157,563.900,11011.000,12010.000
almost_sorted,lcp_string_mergesort,1300,7,9672.457,9446.600,5127.000,10254.000
almost_sorted,msd_radix_sort,1300,7,3241.243,2950.100,0.000,6292.000
almost_sorted,msd_radix_sort_with_switch,1300,7,978.157,878.900,4951.000,8513.000
almost_sorted,standard_quicksort,1400,7,6058.943,5834.000,203403.000,406806.000
almost_sorted,standard_mergesort,1400,7,1450.900,1380.600,11928.000,23856.000
almost_sorted,ternary_string_quicksort,1400,7,621.186,504.700,12130.000,13220.000
almost_sorted,lcp_string_mergesort,1400,7,9921.829,9934.500,5382.000,10764.000
almost_sorted,msd_radix_sort,1400,7,4053.843,3613.900,0.000,6776.000
almost_sorted,msd_radix_sort_with_switch,1400,7,929.457,929.600,5344.000,9180.000
almost_sorted,standard_quicksort,1500,7,6399.229,5568.500,226317.000,452634.000
almost_sorted,standard_mergesort,1500,7,1333.029,1330.900,12882.000,25764.000
almost_sorted,ternary_string_quicksort,1500,7,774.314,600.000,13028.000,14204.000
almost_sorted,lcp_string_mergesort,1500,7,21872.814,21081.200,5781.000,11562.000
almost_sorted,msd_radix_sort,1500,7,5042.443,4779.600,0.000,7270.000
almost_sorted,msd_radix_sort_with_switch,1500,7,1090.100,863.500,5716.000,9828.000
almost_sorted,standard_quicksort,1600,7,5895.000,5816.800,236630.000,473260.000
almost_sorted,standard_mergesort,1600,7,1738.614,1678.000,13879.000,27758.000
almost_sorted,ternary_string_quicksort,1600,7,664.243,642.900,14152.000,15405.000
almost_sorted,lcp_string_mergesort,1600,7,26675.014,25707.200,6201.000,12402.000
almost_sorted,msd_radix_sort,1600,7,3351.529,3297.800,0.000,7742.000
almost_sorted,msd_radix_sort_with_switch,1600,7,964.600,901.100,6104.000,10486.000
almost_sorted,standard_quicksort,1700,7,8170.357,8228.000,237262.000,474524.000
almost_sorted,standard_mergesort,1700,7,1971.100,1380.900,14892.000,29784.000
almost_sorted,ternary_string_quicksort,1700,7,887.071,767.300,15045.000,16378.000
almost_sorted,lcp_string_mergesort,1700,7,41102.057,38908.400,6623.000,13246.000
almost_sorted,msd_radix_sort,1700,7,9128.514,8516.400,0.000,8226.000
almost_sorted,msd_radix_sort_with_switch,1700,7,1458.857,1377.900,6477.000,11131.000
almost_sorted,standard_quicksort,1800,7,9568.843,8781.400,242662.000,485324.000
almost_sorted,standard_mergesort,1800,7,2295.886,2024.400,15937.000,31874.000
almost_sorted,ternary_string_quicksort,1800,7,845.786,823.300,16096.000,17504.000
almost_sorted,lcp_string_mergesort,1800,7,42872.186,39471.600,7012.000,14024.000
almost_sorted,msd_radix_sort,1800,7,6804.114,5493.300,0.000,8730.000
almost_sorted,msd_radix_sort_with_switch,1800,7,1177.157,1164.700,6870.000,11803.000
almost_sorted,standard_quicksort,1900,7,4027.429,4044.400,233515.000,467030.000
almost_sorted,standard_mergesort,1900,7,1969.500,1714.700,17060.000,34120.000
almost_sorted,ternary_string_quicksort,1900,7,843.271,737.700,17119.000,18616.000
almost_sorted,lcp_string_mergesort,1900,7,53259.500,51844.700,7530.000,15060.000
almost_sorted,msd_radix_sort,1900,7,8833.229,7202.100,0.000,9206.000
almost_sorted,msd_radix_sort_with_switch,1900,7,1266.600,1101.100,7233.000,12435.000
almost_sorted,standard_quicksort,2000,7,6832.314,7299.000,242289.000,484578.000
almost_sorted,standard_mergesort,2000,7,1728.986,1604.100,18159.000,36318.000
almost_sorted,ternary_string_quicksort,2000,7,920.543,924.900,18324.000,19887.000
almost_sorted,lcp_string_mergesort,2000,7,59615.743,57787.000,7917.000,15834.000
almost_sorted,msd_radix_sort,2000,7,3883.257,2976.500,0.000,9680.000
almost_sorted,msd_radix_sort_with_switch,2000,7,1479.186,1563.800,7621.000,13094.000
almost_sorted,standard_quicksort,2100,7,10443.671,10068.300,251579.000,503158.000
almost_sorted,standard_mergesort,2100,7,2243.457,2180.600,19096.000,38192.000
almost_sorted,ternary_string_quicksort,2100,7,1391.200,801.200,19138.000,20764.000
almost_sorted,lcp_string_mergesort,2100,7,70748.600,72287.400,8330.000,16660.000
almost_sorted,msd_radix_sort,2100,7,8356.314,7345.800,0.000,10152.000
almost_sorted,msd_radix_sort_with_switch,2100,7,1204.429,1174.800,7993.000,13740.000
almost_sorted,standard_quicksort,2200,7,9854.900,9734.600,274327.000,548654.000
almost_sorted,standard_mergesort,2200,7,2321.843,1949.300,19829.000,39658.000
almost_sorted,ternary_string_quicksort,2200,7,1227.957,1055.300,20330.000,22058.000
almost_sorted,lcp_string_mergesort,2200,7,80685.771,73185.200,8637.000,17274.000
almost_sorted,msd_radix_sort,2200,7,7501.914,7259.500,0.000,10656.000
almost_sorted,msd_radix_sort_with_switch,2200,7,1279.900,1188.400,8397.000,14424.000
almost_sorted,standard_quicksort,2300,7,17642.700,16969.800,298360.000,596720.000
almost_sorted,standard_mergesort,2300,7,2504.786,2008.800,20552.000,41104.000
almost_sorted,ternary_string_quicksort,2300,7,1156.457,1179.600,21334.000,23140.000
almost_sorted,lcp_string_mergesort,2300,7,89757.271,84740.400,8871.000,17742.000
almost_sorted,msd_radix_sort,2300,7,19921.329,20132.400,0.000,11134.000
almost_sorted,msd_radix_sort_with_switch,2300,7,1731.029,1913.700,8778.000,15077.000
almost_sorted,standard_quicksort,2400,7,625393.757,607065.800,318761.000,637522.000
almost_sorted,standard_mergesort,2400,7,2529.471,1921.000,21396.000,42792.000
almost_sorted,ternary_string_quicksort,2400,7,1278.514,1233.200,22391.000,24267.000
almost_sorted,lcp_string_mergesort,2400,7,107848.529,94853.600,9234.000,18468.000
almost_sorted,msd_radix_sort,2400,7,497799.314,496932.400,0.000,11604.000
almost_sorted,msd_radix_sort_with_switch,2400,7,2618.357,2496.400,9151.000,15723.000
almost_sorted,standard_quicksort,2500,7,708152.886,731027.500,335599.000,671198.000
almost_sorted,standard_mergesort,2500,7,2181.829,1955.100,22232.000,44464.000
almost_sorted,ternary_string_quicksort,2500,7,1219.100,1280.300,23608.000,25551.000
almost_sorted,lcp_string_mergesort,2500,7,99580.071,98461.000,9514.000,19028.000
almost_sorted,msd_radix_sort,2500,7,433823.229,407051.100,0.000,12076.000
almost_sorted,msd_radix_sort_with_switch,2500,7,2188.543,2027.800,9511.000,16359.000
almost_sorted,standard_quicksort,2600,7,604224.729,589080.700,362103.000,724206.000
almost_sorted,standard_mergesort,2600,7,2155.043,2130.700,23422.000,46844.000
almost_sorted,ternary_string_quicksort,2600,7,1389.643,1103.700,24734.000,26736.000
almost_sorted,lcp_string_mergesort,2600,7,103027.514,90917.200,10124.000,20248.000
almost_sorted,msd_radix_sort,2600,7,392206.257,383252.200,0.000,12560.000
almost_sorted,msd_radix_sort_with_switch,2600,7,2005.086,1790.100,9912.000,17038.000
almost_sorted,standard_quicksort,2700,7,602580.843,601353.900,385548.000,771096.000
almost_sorted,standard_mergesort,2700,7,2811.886,2653.500,24259.000,48518.000
almost_sorted,ternary_string_quicksort,2700,7,1336.843,1378.500,25691.000,27769.000
almost_sorted,lcp_string_mergesort,2700,7,96785.429,89592.000,10392.000,20784.000
almost_sorted,msd_radix_sort,2700,7,362695.214,360667.000,0.000,13028.000
almost_sorted,msd_radix_sort_with_switch,2700,7,4032.314,1982.000,10281.000,17680.000
almost_sorted,standard_quicksort,2800,7,596031.586,579559.800,402414.000,804828.000
almost_sorted,standard_mergesort,2800,7,3306.071,3499.300,25237.000,50474.000
almost_sorted,ternary_string_quicksort,2800,7,1362.043,1436.200,26848.000,28996.000
almost_sorted,lcp_string_mergesort,2800,7,87397.586,86188.900,10794.000,21588.000
almost_sorted,msd_radix_sort,2800,7,441147.157,398846.600,0.000,13490.000
almost_sorted,msd_radix_sort_with_switch,2800,7,2848.557,1934.900,10663.000,18333.000
almost_sorted,standard_quicksort,2900,7,600807.729,584774.400,431691.000,863382.000
almost_sorted,standard_mergesort,2900,7,2374.257,2176.100,26148.000,52296.000
almost_sorted,ternary_string_quicksort,2900,7,1773.529,1687.500,27981.000,30244.000
almost_sorted,lcp_string_mergesort,2900,7,114507.614,108937.400,11156.000,22312.000
almost_sorted,msd_radix_sort,2900,7,335636.629,327461.200,0.000,13986.000
almost_sorted,msd_radix_sort_with_switch,2900,7,1769.243,1703.100,11025.000,18972.000
almost_sorted,standard_quicksort,3000,7,568016.571,567715.000,451911.000,903822.000
almost_sorted,standard_mergesort,3000,7,2801.686,2554.800,27255.000,54510.000
almost_sorted,ternary_string_quicksort,3000,7,1334.957,1256.400,29106.000,31425.000
almost_sorted,lcp_string_mergesort,3000,7,121535.014,99407.500,11607.000,23214.000
almost_sorted,msd_radix_sort,3000,7,323623.729,316078.100,0.000,14484.000
almost_sorted,msd_radix_sort_with_switch,3000,7,2308.700,1874.600,11427.000,19648.000
common_prefix,standard_quicksort,100,7,555.271,555.300,51108.000,102216.000
common_prefix,standard_mergesort,100,7,418.043,424.800,22738.000,45476.000
common_prefix,ternary_string_quicksort,100,7,1228.886,118.900,4601.000,4728.000
common_prefix,lcp_string_mergesort,100,7,741.757,463.700,4465.000,8930.000
common_prefix,msd_radix_sort,100,7,2210.271,1587.500,0.000,8366.000
common_prefix,msd_radix_sort_with_switch,100,7,1085.271,959.900,63.000,8305.000
common_prefix,standard_quicksort,200,7,2297.829,2195.700,104493.000,208986.000
common_prefix,standard_mergesort,200,7,805.314,621.700,53590.000,107180.000
common_prefix,ternary_string_quicksort,200,7,309.157,218.000,9516.000,9722.000
common_prefix,lcp_string_mergesort,200,7,1301.443,1094.000,9136.000,18272.000
common_prefix,msd_radix_sort,200,7,1764.257,1630.400,0.000,16790.000
common_prefix,msd_radix_sort_with_switch,200,7,1013.443,987.000,215.000,16727.000
common_prefix,standard_quicksort,300,7,2472.357,2110.500,165393.000,330786.000
common_prefix,standard_mergesort,300,7,1171.371,991.900,87105.000,174210.000
common_prefix,ternary_string_quicksort,300,7,910.857,413.600,14250.000,14543.000
common_prefix,lcp_string_mergesort,300,7,1983.200,1772.100,13882.000,27764.000
common_prefix,msd_radix_sort,300,7,2495.857,2245.600,0.000,25232.000
common_prefix,msd_radix_sort_with_switch,300,7,1867.300,1403.500,436.000,25222.000
common_prefix,standard_quicksort,400,7,3714.014,2696.300,220717.000,441434.000
common_prefix,standard_mergesort,400,7,1541.900,1272.800,122429.000,244858.000
common_prefix,ternary_string_quicksort,400,7,735.443,598.900,18960.000,19324.000
common_prefix,lcp_string_mergesort,400,7,2587.686,2267.600,18649.000,37298.000
common_prefix,msd_radix_sort,400,7,2656.557,2172.500,0.000,33666.000
common_prefix,msd_radix_sort_with_switch,400,7,1800.571,1845.100,689.000,33742.000
common_prefix,standard_quicksort,500,7,4404.314,4291.200,285455.000,570910.000
common_prefix,standard_mergesort,500,7,1939.843,1805.500,159062.000,318124.000
common_prefix,ternary_string_quicksort,500,7,897.857,716.800,24411.000,24855.000
common_prefix,lcp_string_mergesort,500,7,3372.714,3065.100,23449.000,46898.000
common_prefix,msd_radix_sort,500,7,3346.171,2870.600,0.000,42102.000
common_prefix,msd_radix_sort_with_switch,500,7,2295.600,2057.300,1035.000,42359.000
common_prefix,standard_quicksort,600,7,5771.271,4424.700,342577.000,685154.000
common_prefix,standard_mergesort,600,7,2889.529,2225.200,198876.000,397752.000
common_prefix,ternary_string_quicksort,600,7,1294.100,834.000,28892.000,29397.000
common_prefix,lcp_string_mergesort,600,7,5162.529,3717.500,28324.000,56648.000
common_prefix,msd_radix_sort,600,7,4617.614,4037.500,0.000,50548.000
common_prefix,msd_radix_sort_with_switch,600,7,2867.300,2710.900,1392.000,50996.000
common_prefix,standard_quicksort,700,7,5794.857,5634.200,453501.000,907002.000
common_prefix,standard_mergesort,700,7,2994.443,2951.700,236894.000,473788.000
common_prefix,ternary_string_quicksort,700,7,885.757,785.800,33859.000,34443.000
common_prefix,lcp_string_mergesort,700,7,5387.357,5707.600,33207.000,66414.000
common_prefix,msd_radix_sort,700,7,4499.514,4269.900,0.000,59022.000
common_prefix,msd_radix_sort_with_switch,700,7,3774.000,3129.700,1700.000,59567.000
common_prefix,standard_quicksort,800,7,7661.886,6936.200,493217.000,986434.000
common_prefix,standard_mergesort,800,7,3944.371,3268.700,277737.000,555474.000
common_prefix,ternary_string_quicksort,800,7,1715.943,1599.200,39142.000,39806.000
common_prefix,lcp_string_mergesort,800,7,5898.114,5759.300,38055.000,76110.000
common_prefix,msd_radix_sort,800,7,4373.057,4293.700,0.000,67462.000
common_prefix,msd_radix_sort_with_switch,800,7,3643.271,3957.700,2139.000,68283.000
common_prefix,standard_quicksort,900,7,8044.400,8092.600,555925.000,1111850.000
common_prefix,standard_mergesort,900,7,3702.586,3659.500,318491.000,636982.000
common_prefix,ternary_string_quicksort,900,7,1266.829,1196.100,44464.000,45181.000
common_prefix,lcp_string_mergesort,900,7,6052.829,5842.400,42923.000,85846.000
common_prefix,msd_radix_sort,900,7,4711.800,4362.100,0.000,75904.000
common_prefix,msd_radix_sort_with_switch,900,7,3786.229,3886.500,2499.000,76911.000
common_prefix,standard_quicksort,1000,7,8801.929,8780.500,691108.000,1382216.000
common_prefix,standard_mergesort,1000,7,4013.000,3785.400,359264.000,718528.000
common_prefix,ternary_string_quicksort,1000,7,1523.300,1164.700,50074.000,50880.000
common_prefix,lcp_string_mergesort,1000,7,7082.300,6590.200,47815.000,95630.000
common_prefix,msd_radix_sort,1000,7,4918.443,4623.300,0.000,84370.000
common_prefix,msd_radix_sort_with_switch,1000,7,4429.829,4531.700,3054.000,85749.000
common_prefix,standard_quicksort,1100,7,10338.971,10477.600,704975.000,1409950.000
common_prefix,standard_mergesort,1100,7,5026.214,4498.600,402986.000,805972.000
common_prefix,ternary_string_quicksort,1100,7,1550.029,1581.100,54301.000,55179.000
common_prefix,lcp_string_mergesort,1100,7,8285.357,7976.900,52831.000,105662.000
common_prefix,msd_radix_sort,1100,7,5871.586,6067.000,0.000,92854.000
common_prefix,msd_radix_sort_with_switch,1100,7,4855.743,4790.100,3505.000,94464.000
common_prefix,standard_quicksort,1200,7,11476.229,11403.200,850727.000,1701454.000
common_prefix,standard_mergesort,1200,7,4789.086,4609.100,444979.000,889958.000
common_prefix,ternary_string_quicksort,1200,7,1557.429,1413.800,60359.000,61312.000
common_prefix,lcp_string_mergesort,1200,7,9006.157,8756.200,57702.000,115404.000
common_prefix,msd_radix_sort,1200,7,6491.543,6299.100,0.000,101322.000
common_prefix,msd_radix_sort_with_switch,1200,7,5366.057,5230.800,4037.000,103276.000
common_prefix,standard_quicksort,1300,7,12383.371,12393.200,933693.000,1867386.000
common_prefix,standard_mergesort,1300,7,8714.429,8901.900,488545.000,977090.000
common_prefix,ternary_string_quicksort,1300,7,3059.900,1939.400,65626.000,66673.000
common_prefix,lcp_string_mergesort,1300,7,10985.071,9999.700,62630.000,125260.000
common_prefix,msd_radix_sort,1300,7,8899.086,7670.100,0.000,109798.000
common_prefix,msd_radix_sort_with_switch,1300,7,7949.743,7211.900,4451.000,111970.000
common_prefix,standard_quicksort,1400,7,17970.343,15303.900,914644.000,1829288.000
common_prefix,standard_mergesort,1400,7,8632.714,9436.800,532343.000,1064686.000
common_prefix,ternary_string_quicksort,1400,7,3055.200,2857.900,69963.000,71075.000
common_prefix,lcp_string_mergesort,1400,7,15238.671,15636.900,67631.000,135262.000
common_prefix,msd_radix_sort,1400,7,7444.757,7677.100,0.000,118278.000
common_prefix,msd_radix_sort_with_switch,1400,7,6312.914,6207.400,4900.000,120684.000
common_prefix,standard_quicksort,1500,7,16811.643,15115.900,1034838.000,2069676.000
common_prefix,standard_mergesort,1500,7,7299.600,6390.700,576413.000,1152826.000
common_prefix,ternary_string_quicksort,1500,7,2258.757,1793.300,75829.000,77021.000
common_prefix,lcp_string_mergesort,1500,7,26961.429,26196.600,72570.000,145140.000
common_prefix,msd_radix_sort,1500,7,10492.443,10487.500,0.000,126756.000
common_prefix,msd_radix_sort_with_switch,1500,7,8707.286,8573.100,5341.000,129426.000
common_prefix,standard_quicksort,1600,7,19804.743,18211.500,1062257.000,2124514.000
common_prefix,standard_mergesort,1600,7,12145.614,11892.100,622630.000,1245260.000
common_prefix,ternary_string_quicksort,1600,7,2923.500,2885.800,80884.000,82154.000
common_prefix,lcp_string_mergesort,1600,7,47542.614,46199.900,77575.000,155150.000
common_prefix,msd_radix_sort,1600,7,15635.529,15440.100,0.000,135242.000
common_prefix,msd_radix_sort_with_switch,1600,7,7648.714,7128.700,5754.000,138121.000
common_prefix,standard_quicksort,1700,7,16629.871,15526.700,1143732.000,2287464.000
common_prefix,standard_mergesort,1700,7,9416.300,8369.800,668192.000,1336384.000
common_prefix,ternary_string_quicksort,1700,7,3432.814,3527.100,86076.000,87431.000
common_prefix,lcp_string_mergesort,1700,7,50427.043,47264.400,82572.000,165144.000
common_prefix,msd_radix_sort,1700,7,11053.971,11019.500,0.000,143746.000
common_prefix,msd_radix_sort_with_switch,1700,7,7853.386,7711.900,6395.000,147033.000
common_prefix,standard_quicksort,1800,7,16193.586,15671.600,1218306.000,2436612.000
common_prefix,standard_mergesort,1800,7,11904.029,13116.800,712743.000,1425486.000
common_prefix,ternary_string_quicksort,1800,7,2845.314,2730.500,91809.000,93213.000
common_prefix,lcp_string_mergesort,1800,7,70147.314,73863.200,87509.000,175018.000
common_prefix,msd_radix_sort,1800,7,11959.114,11862.900,0.000,152226.000
common_prefix,msd_radix_sort_with_switch,1800,7,8188.057,8278.600,6835.000,155756.000
common_prefix,standard_quicksort,1900,7,19960.957,19608.900,1393569.000,2787138.000
common_prefix,standard_mergesort,1900,7,11112.443,8758.700,757335.000,1514670.000
common_prefix,ternary_string_quicksort,1900,7,3774.414,4036.300,97984.000,99469.000
common_prefix,lcp_string_mergesort,1900,7,69450.329,67395.900,92488.000,184976.000
common_prefix,msd_radix_sort,1900,7,12470.757,12212.600,0.000,160694.000
common_prefix,msd_radix_sort_with_switch,1900,7,8275.600,8526.000,7429.000,164621.000
common_prefix,standard_quicksort,2000,7,17119.971,16193.000,1390526.000,2781052.000
common_prefix,standard_mergesort,2000,7,9159.129,8912.000,802672.000,1605344.000
common_prefix,ternary_string_quicksort,2000,7,2738.714,2403.100,100374.000,101951.000
common_prefix,lcp_string_mergesort,2000,7,91263.543,93180.300,97463.000,194926.000
common_prefix,msd_radix_sort,2000,7,22838.771,22351.500,0.000,169204.000
common_prefix,msd_radix_sort_with_switch,2000,7,13852.786,14002.900,7914.000,173374.000
common_prefix,standard_quicksort,2100,7,29472.686,26298.800,1549824.000,3099648.000
common_prefix,standard_mergesort,2100,7,11864.286,10458.400,849040.000,1698080.000
common_prefix,ternary_string_quicksort,2100,7,4010.986,3338.100,107478.000,109116.000
common_prefix,lcp_string_mergesort,2100,7,107674.086,103398.500,102517.000,205034.000
common_prefix,msd_radix_sort,2100,7,20812.014,19689.400,0.000,177742.000
common_prefix,msd_radix_sort_with_switch,2100,7,10892.286,10031.300,8628.000,182363.000
common_prefix,standard_quicksort,2200,7,32632.943,35858.000,1554742.000,3109484.000
common_prefix,standard_mergesort,2200,7,15270.486,16350.800,897655.000,1795310.000
common_prefix,ternary_string_quicksort,2200,7,4081.629,4573.200,111771.000,113502.000
common_prefix,lcp_string_mergesort,2200,7,112616.700,107474.700,107550.000,215100.000
common_prefix,msd_radix_sort,2200,7,374980.471,358211.500,0.000,186274.000
common_prefix,msd_radix_sort_with_switch,2200,7,37846.129,38134.500,9114.000,191140.000
common_prefix,standard_quicksort,2300,7,778570.771,848274.900,1615677.000,3231354.000
common_prefix,standard_mergesort,2300,7,13986.071,13582.800,945259.000,1890518.000
common_prefix,ternary_string_quicksort,2300,7,3446.686,3528.900,115457.000,117276.000
common_prefix,lcp_string_mergesort,2300,7,111785.386,113054.700,112571.000,225142.000
common_prefix,msd_radix_sort,2300,7,391734.357,388104.400,0.000,194810.000
common_prefix,msd_radix_sort_with_switch,2300,7,36217.871,35247.400,9874.000,200188.000
common_prefix,standard_quicksort,2400,7,872259.114,878735.100,1774942.000,3549884.000
common_prefix,standard_mergesort,2400,7,14218.957,13072.800,991950.000,1983900.000
common_prefix,ternary_string_quicksort,2400,7,3731.157,3852.600,123802.000,125714.000
common_prefix,lcp_string_mergesort,2400,7,115546.729,112467.100,117506.000,235012.000
common_prefix,msd_radix_sort,2400,7,372814.200,369798.200,0.000,203344.000
common_prefix,msd_radix_sort_with_switch,2400,7,42170.743,38079.000,10296.000,208880.000
common_prefix,standard_quicksort,2500,7,811605.771,795273.100,1790634.000,3581268.000
common_prefix,standard_mergesort,2500,7,14408.700,13251.000,1041992.000,2083984.000
common_prefix,ternary_string_quicksort,2500,7,3949.243,3749.400,126515.000,128510.000
common_prefix,lcp_string_mergesort,2500,7,113365.700,111957.000,122609.000,245218.000
common_prefix,msd_radix_sort,2500,7,380921.771,349658.200,0.000,211842.000
common_prefix,msd_radix_sort_with_switch,2500,7,42717.900,42708.100,11102.000,217971.000
common_prefix,standard_quicksort,2600,7,806149.329,800889.900,2050703.000,4101406.000
common_prefix,standard_mergesort,2600,7,15515.700,12923.100,1085886.000,2171772.000
common_prefix,ternary_string_quicksort,2600,7,4644.657,4327.500,135711.000,137776.000
common_prefix,lcp_string_mergesort,2600,7,146249.943,143656.600,127584.000,255168.000
common_prefix,msd_radix_sort,2600,7,368938.257,375496.000,0.000,220348.000
common_prefix,msd_radix_sort_with_switch,2600,7,38586.843,35787.900,11958.000,227099.000
common_prefix,standard_quicksort,2700,7,784433.171,759702.300,2017903.000,4035806.000
common_prefix,standard_mergesort,2700,7,13252.071,12094.900,1132737.000,2265474.000
common_prefix,ternary_string_quicksort,2700,7,5050.514,4405.300,141914.000,144066.000
common_prefix,lcp_string_mergesort,2700,7,148030.829,144056.300,132573.000,265146.000
common_prefix,msd_radix_sort,2700,7,316396.371,311869.100,0.000,228878.000
common_prefix,msd_radix_sort_with_switch,2700,7,32740.200,31147.600,12408.000,235832.000
common_prefix,standard_quicksort,2800,7,750893.657,720796.500,2019385.000,4038770.000
common_prefix,standard_mergesort,2800,7,16715.629,14568.400,1182249.000,2364498.000
common_prefix,ternary_string_quicksort,2800,7,4422.471,3575.400,142199.000,144425.000
common_prefix,lcp_string_mergesort,2800,7,174716.314,172531.600,137676.000,275352.000
common_prefix,msd_radix_sort,2800,7,295783.714,287040.500,0.000,237396.000
common_prefix,msd_radix_sort_with_switch,2800,7,35236.757,30292.100,12700.000,244428.000
common_prefix,standard_quicksort,2900,7,697114.957,694716.300,2205908.000,4411816.000
common_prefix,standard_mergesort,2900,7,16168.371,14077.900,1231811.000,2463622.000
common_prefix,ternary_string_quicksort,2900,7,4622.057,3734.100,150349.000,152667.000
